image_path,defect_class,has_defect,dataset_source
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\blanket.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\blind.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\boat.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\book.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bookcase.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\booth.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bottle.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\box.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bridge.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\buffet.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\building.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bulletin board.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bus.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\cabinet.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\canopy.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\car.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\case.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\ceiling.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\chair.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\chandelier.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\chest of drawers.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\clock.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\coffee table.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\column.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\computer.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\conveyer belt.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\counter.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\countertop.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\cradle.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\crt screen.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\curtain.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\cushion.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\desk.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\dirt track.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\dishwasher.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\door.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\earth.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\escalator.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fan.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fence.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\field.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fireplace.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\flag.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\floor.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\flower.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\food.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fountain.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\furniture.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\glass.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\grandstand.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\grass.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\hill.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\hood.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\house.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\houseware.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\hovel.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\kitchen island.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\lake.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\lamp.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\land.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\light.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\microwave.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\minibike.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\mirror.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\monitor.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\mountain.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\ottoman.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\oven.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\painting.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\palm.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\path.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\person.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pier.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pillow.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\plant.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\plate.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\plaything.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pole.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pool table.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\poster.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pot.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\radiator.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\railing.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\refrigerator.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\river.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\road.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\rock.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\rug.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\runway.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sand.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sconce.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\screen door.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\screen.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sculpture.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sea.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\seat.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\shelf.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\ship.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\shower.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sidewalk.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\signboard.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sink.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sky.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\skyscraper.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sofa.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stage.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stairs.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stairway.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\step.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stool.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stove.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\streetlight.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\swimming pool.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\swivel chair.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\table.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tank.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\television receiver.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tent.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\toilet.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\towel.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tower.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\trade name.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\traffic light.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tray.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tree.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\truck.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\van.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\vase.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\wall.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\wardrobe.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\washer.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\water.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\waterfall.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\windowpane.jpg,No_Defect,False,uav_inspection
images\crack_image.png,No_Defect,False,uav_inspection
images\crack_typical_result.png,No_Defect,False,uav_inspection
images\crack_typical_results.png,No_Defect,False,uav_inspection
images\sliding_window_results.png,No_Defect,False,uav_inspection
images\sw2.png,No_Defect,False,uav_inspection
images\sw_approach.PNG,No_Defect,False,uav_inspection
