image_path,defect_class,has_defect,dataset_source
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bench.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bicycle.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bike.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\blanket.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\blind.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\boat.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\book.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bookcase.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\booth.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bottle.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\box.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bridge.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\buffet.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\building.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bulletin board.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\bus.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\cabinet.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\canopy.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\car.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\case.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\ceiling.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\chair.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\chandelier.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\chest of drawers.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\clock.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\coffee table.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\column.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\computer.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\conveyer belt.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\counter.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\countertop.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\cradle.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\crt screen.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\curtain.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\cushion.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\desk.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\dirt track.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\dishwasher.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\door.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\earth.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\escalator.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fan.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fence.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\field.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fireplace.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\flag.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\floor.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\flower.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\food.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\fountain.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\furniture.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\glass.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\grandstand.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\grass.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\hill.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\hood.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\house.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\houseware.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\hovel.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\kitchen island.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\lake.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\lamp.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\land.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\light.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\microwave.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\minibike.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\mirror.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\monitor.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\mountain.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\ottoman.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\oven.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\painting.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\palm.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\path.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\person.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pier.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pillow.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\plant.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\plate.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\plaything.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pole.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pool table.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\poster.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\pot.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\radiator.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\railing.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\refrigerator.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\river.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\road.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\rock.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\rug.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\runway.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sand.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sconce.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\screen door.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\screen.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sculpture.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sea.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\seat.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\shelf.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\ship.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\shower.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sidewalk.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\signboard.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sink.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sky.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\skyscraper.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\sofa.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stage.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stairs.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stairway.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\step.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stool.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\stove.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\streetlight.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\swimming pool.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\swivel chair.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\table.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tank.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\television receiver.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tent.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\toilet.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\towel.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tower.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\trade name.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\traffic light.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tray.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\tree.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\truck.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\van.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\vase.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\wall.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\wardrobe.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\washer.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\water.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\waterfall.jpg,No_Defect,False,uav_inspection
Segmentation\models\PSPNet-Keras-tensorflow\utils\color150\windowpane.jpg,No_Defect,False,uav_inspection
data\raw\drone_image_20250507_100141.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100151.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100201.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100211.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100221.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100231.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100241.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100252.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100302.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100312.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100322.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100332.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100342.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100352.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100402.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100412.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100415.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100422.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100425.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100432.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100435.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100442.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100446.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100452.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100456.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100502.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100512.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100522.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100532.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100542.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100552.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100602.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100612.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100622.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100632.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100642.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100652.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100702.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100712.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100722.png,No_Defect,False,drone_inspection
data\raw\drone_image_20250507_100732.png,Crack,True,drone_inspection
data\raw\drone_image_20250507_100742.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0003_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0003_2.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0003_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0009_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0009_2.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0009_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0011_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0011_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0011_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0014_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0014_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0014_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0015_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0015_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0015_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0016_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0016_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0016_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0019_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0019_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0019_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0021_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0021_2.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0021_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0022_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0022_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0022_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0024_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0024_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0024_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0026_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0026_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0026_3.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0029_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0029_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0029_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0030_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0030_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0030_3.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0031_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0031_2.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0031_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0033_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0033_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0033_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0038_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0038_2.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0038_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0039_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0039_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0039_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0040_1.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0040_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0040_3.png,Crack,True,drone_inspection
data\raw\drone_negative\drone_image_0044_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0044_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0044_3.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0048_1.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0048_2.png,No_Defect,False,drone_inspection
data\raw\drone_negative\drone_image_0048_3.png,No_Defect,False,drone_inspection
data\raw\drone_positive\drone_image_0000_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0000_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0000_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0001_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0001_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0001_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0002_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0002_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0002_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0004_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0004_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0004_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0005_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0005_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0005_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0006_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0006_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0006_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0007_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0007_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0007_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0008_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0008_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0008_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0010_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0010_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0010_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0012_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0012_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0012_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0013_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0013_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0013_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0017_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0017_2.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0017_3.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0018_1.png,Crack,True,drone_inspection
data\raw\drone_positive\drone_image_0018_2.png,Crack,True,drone_inspection
