image_path,defect_class,has_defect,dataset_source
Positive\crack_0153.jpg,Crack,True,crack_detection
Negative\no_crack_0319.jpg,No_Defect,False,crack_detection
Positive\crack_0028.jpg,Crack,True,crack_detection
Negative\no_crack_0295.jpg,No_Defect,False,crack_detection
Positive\crack_0038.jpg,Crack,True,crack_detection
Positive\crack_0105.jpg,Crack,True,crack_detection
Negative\no_crack_0311.jpg,No_Defect,False,crack_detection
Positive\crack_0241.jpg,Crack,True,crack_detection
Positive\crack_0123.jpg,Crack,True,crack_detection
Negative\no_crack_0486.jpg,No_Defect,False,crack_detection
Positive\crack_0158.jpg,Crack,True,crack_detection
Positive\crack_0219.jpg,Crack,True,crack_detection
Positive\crack_0033.jpg,Crack,True,crack_detection
Positive\crack_0036.jpg,Crack,True,crack_detection
Negative\no_crack_0275.jpg,No_Defect,False,crack_detection
Negative\no_crack_0407.jpg,No_Defect,False,crack_detection
Positive\crack_0122.jpg,Crack,True,crack_detection
Negative\no_crack_0442.jpg,No_Defect,False,crack_detection
Positive\crack_0132.jpg,Crack,True,crack_detection
Positive\crack_0147.jpg,Crack,True,crack_detection
Positive\crack_0115.jpg,Crack,True,crack_detection
Positive\crack_0126.jpg,Crack,True,crack_detection
Positive\crack_0248.jpg,Crack,True,crack_detection
Positive\crack_0194.jpg,Crack,True,crack_detection
Negative\no_crack_0371.jpg,No_Defect,False,crack_detection
Negative\no_crack_0305.jpg,No_Defect,False,crack_detection
Positive\crack_0211.jpg,Crack,True,crack_detection
Negative\no_crack_0382.jpg,No_Defect,False,crack_detection
Negative\no_crack_0477.jpg,No_Defect,False,crack_detection
Positive\crack_0114.jpg,Crack,True,crack_detection
Negative\no_crack_0336.jpg,No_Defect,False,crack_detection
Negative\no_crack_0452.jpg,No_Defect,False,crack_detection
Negative\no_crack_0372.jpg,No_Defect,False,crack_detection
Negative\no_crack_0271.jpg,No_Defect,False,crack_detection
Negative\no_crack_0265.jpg,No_Defect,False,crack_detection
Positive\crack_0005.jpg,Crack,True,crack_detection
Negative\no_crack_0264.jpg,No_Defect,False,crack_detection
Positive\crack_0181.jpg,Crack,True,crack_detection
Positive\crack_0136.jpg,Crack,True,crack_detection
Positive\crack_0247.jpg,Crack,True,crack_detection
Negative\no_crack_0481.jpg,No_Defect,False,crack_detection
Negative\no_crack_0483.jpg,No_Defect,False,crack_detection
Negative\no_crack_0375.jpg,No_Defect,False,crack_detection
Positive\crack_0093.jpg,Crack,True,crack_detection
Negative\no_crack_0308.jpg,No_Defect,False,crack_detection
Positive\crack_0029.jpg,Crack,True,crack_detection
Positive\crack_0085.jpg,Crack,True,crack_detection
Negative\no_crack_0448.jpg,No_Defect,False,crack_detection
Positive\crack_0168.jpg,Crack,True,crack_detection
Negative\no_crack_0281.jpg,No_Defect,False,crack_detection
Positive\crack_0213.jpg,Crack,True,crack_detection
Positive\crack_0117.jpg,Crack,True,crack_detection
Positive\crack_0045.jpg,Crack,True,crack_detection
Positive\crack_0170.jpg,Crack,True,crack_detection
Positive\crack_0200.jpg,Crack,True,crack_detection
Positive\crack_0182.jpg,Crack,True,crack_detection
Positive\crack_0026.jpg,Crack,True,crack_detection
Negative\no_crack_0414.jpg,No_Defect,False,crack_detection
Positive\crack_0015.jpg,Crack,True,crack_detection
Negative\no_crack_0454.jpg,No_Defect,False,crack_detection
Positive\crack_0209.jpg,Crack,True,crack_detection
Negative\no_crack_0300.jpg,No_Defect,False,crack_detection
Positive\crack_0046.jpg,Crack,True,crack_detection
Negative\no_crack_0441.jpg,No_Defect,False,crack_detection
Negative\no_crack_0436.jpg,No_Defect,False,crack_detection
Positive\crack_0120.jpg,Crack,True,crack_detection
Negative\no_crack_0484.jpg,No_Defect,False,crack_detection
Positive\crack_0104.jpg,Crack,True,crack_detection
Negative\no_crack_0304.jpg,No_Defect,False,crack_detection
Negative\no_crack_0316.jpg,No_Defect,False,crack_detection
Positive\crack_0056.jpg,Crack,True,crack_detection
Negative\no_crack_0491.jpg,No_Defect,False,crack_detection
Negative\no_crack_0273.jpg,No_Defect,False,crack_detection
Positive\crack_0016.jpg,Crack,True,crack_detection
Negative\no_crack_0419.jpg,No_Defect,False,crack_detection
Positive\crack_0118.jpg,Crack,True,crack_detection
Negative\no_crack_0310.jpg,No_Defect,False,crack_detection
Positive\crack_0010.jpg,Crack,True,crack_detection
Positive\crack_0229.jpg,Crack,True,crack_detection
Negative\no_crack_0323.jpg,No_Defect,False,crack_detection
Negative\no_crack_0278.jpg,No_Defect,False,crack_detection
Negative\no_crack_0349.jpg,No_Defect,False,crack_detection
Negative\no_crack_0357.jpg,No_Defect,False,crack_detection
Positive\crack_0184.jpg,Crack,True,crack_detection
Negative\no_crack_0435.jpg,No_Defect,False,crack_detection
Negative\no_crack_0355.jpg,No_Defect,False,crack_detection
Positive\crack_0095.jpg,Crack,True,crack_detection
Negative\no_crack_0287.jpg,No_Defect,False,crack_detection
Negative\no_crack_0428.jpg,No_Defect,False,crack_detection
Negative\no_crack_0366.jpg,No_Defect,False,crack_detection
Negative\no_crack_0341.jpg,No_Defect,False,crack_detection
Positive\crack_0097.jpg,Crack,True,crack_detection
Positive\crack_0193.jpg,Crack,True,crack_detection
Positive\crack_0119.jpg,Crack,True,crack_detection
Negative\no_crack_0450.jpg,No_Defect,False,crack_detection
Negative\no_crack_0267.jpg,No_Defect,False,crack_detection
Negative\no_crack_0343.jpg,No_Defect,False,crack_detection
Positive\crack_0138.jpg,Crack,True,crack_detection
Positive\crack_0240.jpg,Crack,True,crack_detection
Positive\crack_0173.jpg,Crack,True,crack_detection
Negative\no_crack_0488.jpg,No_Defect,False,crack_detection
Negative\no_crack_0301.jpg,No_Defect,False,crack_detection
Positive\crack_0024.jpg,Crack,True,crack_detection
Negative\no_crack_0489.jpg,No_Defect,False,crack_detection
Negative\no_crack_0444.jpg,No_Defect,False,crack_detection
Positive\crack_0077.jpg,Crack,True,crack_detection
Positive\crack_0086.jpg,Crack,True,crack_detection
Positive\crack_0070.jpg,Crack,True,crack_detection
Positive\crack_0146.jpg,Crack,True,crack_detection
Negative\no_crack_0330.jpg,No_Defect,False,crack_detection
Negative\no_crack_0276.jpg,No_Defect,False,crack_detection
Negative\no_crack_0451.jpg,No_Defect,False,crack_detection
Negative\no_crack_0294.jpg,No_Defect,False,crack_detection
Negative\no_crack_0266.jpg,No_Defect,False,crack_detection
Negative\no_crack_0367.jpg,No_Defect,False,crack_detection
Positive\crack_0244.jpg,Crack,True,crack_detection
Positive\crack_0002.jpg,Crack,True,crack_detection
Negative\no_crack_0268.jpg,No_Defect,False,crack_detection
Positive\crack_0039.jpg,Crack,True,crack_detection
Positive\crack_0066.jpg,Crack,True,crack_detection
Positive\crack_0165.jpg,Crack,True,crack_detection
Positive\crack_0164.jpg,Crack,True,crack_detection
Negative\no_crack_0405.jpg,No_Defect,False,crack_detection
Negative\no_crack_0479.jpg,No_Defect,False,crack_detection
Positive\crack_0012.jpg,Crack,True,crack_detection
Positive\crack_0162.jpg,Crack,True,crack_detection
Positive\crack_0142.jpg,Crack,True,crack_detection
Negative\no_crack_0390.jpg,No_Defect,False,crack_detection
Negative\no_crack_0425.jpg,No_Defect,False,crack_detection
Positive\crack_0195.jpg,Crack,True,crack_detection
Positive\crack_0233.jpg,Crack,True,crack_detection
Negative\no_crack_0411.jpg,No_Defect,False,crack_detection
Positive\crack_0205.jpg,Crack,True,crack_detection
Positive\crack_0154.jpg,Crack,True,crack_detection
Negative\no_crack_0337.jpg,No_Defect,False,crack_detection
Negative\no_crack_0399.jpg,No_Defect,False,crack_detection
Positive\crack_0133.jpg,Crack,True,crack_detection
Negative\no_crack_0352.jpg,No_Defect,False,crack_detection
Positive\crack_0175.jpg,Crack,True,crack_detection
Negative\no_crack_0379.jpg,No_Defect,False,crack_detection
Negative\no_crack_0340.jpg,No_Defect,False,crack_detection
Negative\no_crack_0456.jpg,No_Defect,False,crack_detection
Negative\no_crack_0347.jpg,No_Defect,False,crack_detection
Positive\crack_0031.jpg,Crack,True,crack_detection
Positive\crack_0043.jpg,Crack,True,crack_detection
Negative\no_crack_0387.jpg,No_Defect,False,crack_detection
Positive\crack_0152.jpg,Crack,True,crack_detection
Negative\no_crack_0485.jpg,No_Defect,False,crack_detection
Negative\no_crack_0381.jpg,No_Defect,False,crack_detection
Positive\crack_0183.jpg,Crack,True,crack_detection
Positive\crack_0234.jpg,Crack,True,crack_detection
Negative\no_crack_0447.jpg,No_Defect,False,crack_detection
Positive\crack_0139.jpg,Crack,True,crack_detection
Positive\crack_0222.jpg,Crack,True,crack_detection
Negative\no_crack_0426.jpg,No_Defect,False,crack_detection
Positive\crack_0073.jpg,Crack,True,crack_detection
Negative\no_crack_0257.jpg,No_Defect,False,crack_detection
Positive\crack_0065.jpg,Crack,True,crack_detection
Negative\no_crack_0253.jpg,No_Defect,False,crack_detection
Negative\no_crack_0345.jpg,No_Defect,False,crack_detection
Positive\crack_0027.jpg,Crack,True,crack_detection
Positive\crack_0186.jpg,Crack,True,crack_detection
Positive\crack_0161.jpg,Crack,True,crack_detection
Positive\crack_0190.jpg,Crack,True,crack_detection
Positive\crack_0030.jpg,Crack,True,crack_detection
Positive\crack_0112.jpg,Crack,True,crack_detection
Negative\no_crack_0293.jpg,No_Defect,False,crack_detection
Negative\no_crack_0487.jpg,No_Defect,False,crack_detection
Positive\crack_0055.jpg,Crack,True,crack_detection
Negative\no_crack_0279.jpg,No_Defect,False,crack_detection
Positive\crack_0155.jpg,Crack,True,crack_detection
Positive\crack_0003.jpg,Crack,True,crack_detection
Negative\no_crack_0284.jpg,No_Defect,False,crack_detection
Positive\crack_0144.jpg,Crack,True,crack_detection
Positive\crack_0227.jpg,Crack,True,crack_detection
Positive\crack_0197.jpg,Crack,True,crack_detection
Negative\no_crack_0354.jpg,No_Defect,False,crack_detection
Positive\crack_0135.jpg,Crack,True,crack_detection
Negative\no_crack_0490.jpg,No_Defect,False,crack_detection
Negative\no_crack_0497.jpg,No_Defect,False,crack_detection
Positive\crack_0075.jpg,Crack,True,crack_detection
Positive\crack_0009.jpg,Crack,True,crack_detection
Negative\no_crack_0358.jpg,No_Defect,False,crack_detection
Negative\no_crack_0328.jpg,No_Defect,False,crack_detection
Positive\crack_0128.jpg,Crack,True,crack_detection
Negative\no_crack_0440.jpg,No_Defect,False,crack_detection
Negative\no_crack_0320.jpg,No_Defect,False,crack_detection
Negative\no_crack_0383.jpg,No_Defect,False,crack_detection
Negative\no_crack_0445.jpg,No_Defect,False,crack_detection
Negative\no_crack_0346.jpg,No_Defect,False,crack_detection
Positive\crack_0011.jpg,Crack,True,crack_detection
Positive\crack_0150.jpg,Crack,True,crack_detection
Negative\no_crack_0472.jpg,No_Defect,False,crack_detection
Negative\no_crack_0259.jpg,No_Defect,False,crack_detection
Positive\crack_0096.jpg,Crack,True,crack_detection
Negative\no_crack_0430.jpg,No_Defect,False,crack_detection
Positive\crack_0078.jpg,Crack,True,crack_detection
Positive\crack_0180.jpg,Crack,True,crack_detection
Positive\crack_0217.jpg,Crack,True,crack_detection
Negative\no_crack_0416.jpg,No_Defect,False,crack_detection
Negative\no_crack_0475.jpg,No_Defect,False,crack_detection
Positive\crack_0238.jpg,Crack,True,crack_detection
Positive\crack_0176.jpg,Crack,True,crack_detection
Negative\no_crack_0272.jpg,No_Defect,False,crack_detection
Positive\crack_0172.jpg,Crack,True,crack_detection
Positive\crack_0062.jpg,Crack,True,crack_detection
Positive\crack_0225.jpg,Crack,True,crack_detection
Negative\no_crack_0261.jpg,No_Defect,False,crack_detection
Negative\no_crack_0423.jpg,No_Defect,False,crack_detection
Negative\no_crack_0312.jpg,No_Defect,False,crack_detection
Positive\crack_0082.jpg,Crack,True,crack_detection
Negative\no_crack_0439.jpg,No_Defect,False,crack_detection
Positive\crack_0101.jpg,Crack,True,crack_detection
Negative\no_crack_0335.jpg,No_Defect,False,crack_detection
Positive\crack_0177.jpg,Crack,True,crack_detection
Negative\no_crack_0437.jpg,No_Defect,False,crack_detection
Negative\no_crack_0495.jpg,No_Defect,False,crack_detection
Positive\crack_0231.jpg,Crack,True,crack_detection
Positive\crack_0156.jpg,Crack,True,crack_detection
Negative\no_crack_0263.jpg,No_Defect,False,crack_detection
Negative\no_crack_0299.jpg,No_Defect,False,crack_detection
Negative\no_crack_0307.jpg,No_Defect,False,crack_detection
Negative\no_crack_0285.jpg,No_Defect,False,crack_detection
Positive\crack_0236.jpg,Crack,True,crack_detection
Negative\no_crack_0453.jpg,No_Defect,False,crack_detection
Negative\no_crack_0431.jpg,No_Defect,False,crack_detection
Positive\crack_0018.jpg,Crack,True,crack_detection
Negative\no_crack_0422.jpg,No_Defect,False,crack_detection
Negative\no_crack_0290.jpg,No_Defect,False,crack_detection
Positive\crack_0064.jpg,Crack,True,crack_detection
Negative\no_crack_0432.jpg,No_Defect,False,crack_detection
Negative\no_crack_0364.jpg,No_Defect,False,crack_detection
Positive\crack_0111.jpg,Crack,True,crack_detection
Positive\crack_0212.jpg,Crack,True,crack_detection
Negative\no_crack_0322.jpg,No_Defect,False,crack_detection
Negative\no_crack_0406.jpg,No_Defect,False,crack_detection
Negative\no_crack_0374.jpg,No_Defect,False,crack_detection
Positive\crack_0094.jpg,Crack,True,crack_detection
Negative\no_crack_0356.jpg,No_Defect,False,crack_detection
Negative\no_crack_0269.jpg,No_Defect,False,crack_detection
Negative\no_crack_0350.jpg,No_Defect,False,crack_detection
Positive\crack_0237.jpg,Crack,True,crack_detection
Positive\crack_0243.jpg,Crack,True,crack_detection
Negative\no_crack_0459.jpg,No_Defect,False,crack_detection
Positive\crack_0076.jpg,Crack,True,crack_detection
Positive\crack_0137.jpg,Crack,True,crack_detection
Negative\no_crack_0464.jpg,No_Defect,False,crack_detection
Positive\crack_0035.jpg,Crack,True,crack_detection
Negative\no_crack_0474.jpg,No_Defect,False,crack_detection
Positive\crack_0148.jpg,Crack,True,crack_detection
Negative\no_crack_0334.jpg,No_Defect,False,crack_detection
Positive\crack_0025.jpg,Crack,True,crack_detection
Negative\no_crack_0296.jpg,No_Defect,False,crack_detection
Negative\no_crack_0463.jpg,No_Defect,False,crack_detection
Negative\no_crack_0315.jpg,No_Defect,False,crack_detection
Positive\crack_0042.jpg,Crack,True,crack_detection
Positive\crack_0216.jpg,Crack,True,crack_detection
Negative\no_crack_0386.jpg,No_Defect,False,crack_detection
Positive\crack_0185.jpg,Crack,True,crack_detection
Positive\crack_0108.jpg,Crack,True,crack_detection
Positive\crack_0145.jpg,Crack,True,crack_detection
Positive\crack_0125.jpg,Crack,True,crack_detection
Negative\no_crack_0373.jpg,No_Defect,False,crack_detection
Negative\no_crack_0376.jpg,No_Defect,False,crack_detection
Positive\crack_0051.jpg,Crack,True,crack_detection
Negative\no_crack_0404.jpg,No_Defect,False,crack_detection
Positive\crack_0141.jpg,Crack,True,crack_detection
Positive\crack_0047.jpg,Crack,True,crack_detection
Negative\no_crack_0329.jpg,No_Defect,False,crack_detection
Positive\crack_0044.jpg,Crack,True,crack_detection
Positive\crack_0081.jpg,Crack,True,crack_detection
Negative\no_crack_0421.jpg,No_Defect,False,crack_detection
Negative\no_crack_0302.jpg,No_Defect,False,crack_detection
Negative\no_crack_0277.jpg,No_Defect,False,crack_detection
Negative\no_crack_0306.jpg,No_Defect,False,crack_detection
Positive\crack_0224.jpg,Crack,True,crack_detection
Positive\crack_0060.jpg,Crack,True,crack_detection
Negative\no_crack_0255.jpg,No_Defect,False,crack_detection
Negative\no_crack_0338.jpg,No_Defect,False,crack_detection
Positive\crack_0218.jpg,Crack,True,crack_detection
Positive\crack_0226.jpg,Crack,True,crack_detection
